symbol,organ_name,icb_name,exchange
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,Tiện ích Cộng đồng,UPCOM
HPX,Công ty Cổ phần Đầu tư Hải Phát,Tài chính,HOSE
HNR,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Hàng Tiêu dùng,UPCOM
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Hàng Tiêu dùng,UPCOM
GMA,Công ty Cổ phần G-Automobile,Hàng Tiêu dùng,HNX
HTV,Công ty Cổ phần Logistics Vicem,Công nghiệp,HOSE
HHV,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,HOSE
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Công nghiệp,HNX
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Nguyên vật liệu,UPCOM
LCS,Công ty Cổ phần Licogi 16.6,Công nghiệp,UPCOM
AVF,Công ty Cổ phần Việt An,Hàng Tiêu dùng,UPCOM
LIC,Tổng Công ty LICOGI - Công ty Cổ phần,Công nghiệp,UPCOM
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Tiện ích Cộng đồng,UPCOM
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm và Y tế,UPCOM
L12,Công ty Cổ phần Licogi 12,Công nghiệp,UPCOM
HNP,Công ty Cổ phần Hanel Xốp Nhựa,Nguyên vật liệu,UPCOM
PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,Tiện ích Cộng đồng,HOSE
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,UPCOM
HAP,Công ty Cổ phần Tập Đoàn Hapaco,Nguyên vật liệu,HOSE
TTS,Công ty Cổ phần Cán thép Thái Trung,Nguyên vật liệu,UPCOM
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Dịch vụ Tiêu dùng,UPCOM
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Dịch vụ Tiêu dùng,UPCOM
NRC,Công ty Cổ phần Tập đoàn Danh Khôi,Tài chính,HNX
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Công nghiệp,HOSE
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Hàng Tiêu dùng,HOSE
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Công nghiệp,HOSE
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Hàng Tiêu dùng,HOSE
BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,Tiện ích Cộng đồng,UPCOM
DLD,Công ty Cổ phần Du lịch Đắk Lắk,Dịch vụ Tiêu dùng,UPCOM
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Tiện ích Cộng đồng,UPCOM
VIH,Công ty Cổ phần Viglacera Hà Nội,Công nghiệp,UPCOM
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX30
HBH,Công ty Cổ phần HABECO - Hải Phòng,Hàng Tiêu dùng,UPCOM
PAS,Công ty Cổ phần Quốc tế Phương Anh,Nguyên vật liệu,UPCOM
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Công nghiệp,HNX
PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,Công nghiệp,HNX
HCC,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Công nghiệp,HNX
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Tài chính,HNX
HMR,Công ty cổ phần Đá Hoàng Mai,Công nghiệp,HNX
HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Công nghiệp,UPCOM
HTE,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Tiện ích Cộng đồng,UPCOM
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Tài chính,HOSE
LAF,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Hàng Tiêu dùng,HOSE
FIR,Công ty Cổ phần Địa ốc First Real,Tài chính,HOSE
KTW,Công ty Cổ phần Cấp nước Kon Tum,Tiện ích Cộng đồng,UPCOM
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Tài chính,HOSE
QNP,Công ty Cổ phần Cảng Quy Nhơn,Công nghiệp,HOSE
PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Công nghiệp,UPCOM
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Tiện ích Cộng đồng,HNX
PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,Tiện ích Cộng đồng,UPCOM
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Hàng Tiêu dùng,UPCOM
LSG,Công ty Cổ phần Bất động sản Sài Gòn Vi na,Tài chính,UPCOM
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,Công nghiệp,UPCOM
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Tài chính,UPCOM
PLO,Công ty Cổ phần Kho vận Petec,Công nghiệp,UPCOM
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Dược phẩm và Y tế,HNX
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Công nghiệp,HOSE
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Tiện ích Cộng đồng,UPCOM
DNA,Công ty Cổ phần Điện nước An Giang,Tiện ích Cộng đồng,UPCOM
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,UPCOM
VFG,Công ty Cổ phần Khử trùng Việt Nam,Nguyên vật liệu,HOSE
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Tài chính,UPCOM
POT,Công ty Cổ phần Thiết bị Bưu điện,Công nghệ Thông tin,HNX
HFC,Công ty Cổ phần Xăng dầu HFC,Tiện ích Cộng đồng,UPCOM
NBW,Công ty Cổ phần Cấp nước Nhà Bè,Tiện ích Cộng đồng,HNX
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Công nghiệp,UPCOM
HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Dịch vụ Tiêu dùng,UPCOM
PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,Tài chính,UPCOM
PRO,Công ty Cổ phần Procimex Việt Nam,Hàng Tiêu dùng,UPCOM
PSE,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Nguyên vật liệu,HNX
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Hàng Tiêu dùng,UPCOM
HGT,Công ty Cổ phần Du lịch Hương Giang,Dịch vụ Tiêu dùng,UPCOM
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Hàng Tiêu dùng,HNX
LKW,Công ty Cổ phần Cấp nước Long Khánh,Tiện ích Cộng đồng,UPCOM
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí,UPCOM
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm và Y tế,HOSE
SAM,Công ty Cổ phần SAM Holdings,Công nghệ Thông tin,HOSE
PVV,Công ty Cổ phần Vinaconex 39,Công nghiệp,UPCOM
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Công nghiệp,UPCOM
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Nguyên vật liệu,HNX
SDA,Công ty Cổ phần SIMCO Sông Đà,Công nghiệp,HNX
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Hàng Tiêu dùng,HNX
HKT,Công ty Cổ phần Đầu tư Ego Việt Nam,Hàng Tiêu dùng,HNX
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Công nghiệp,UPCOM
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Hàng Tiêu dùng,UPCOM
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Tài chính,HNX
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Tài chính,HNX30
CHP,Công ty Cổ phần Thủy điện Miền Trung,Tiện ích Cộng đồng,HOSE
MEL,Công ty Cổ phần Thép Mê Lin,Nguyên vật liệu,HNX
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Tài chính,HNX
HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Công nghiệp,UPCOM
BMS,Công ty Cổ phần Chứng khoán Bảo Minh,Tài chính,UPCOM
SCL,Công ty Cổ phần Sông Đà Cao Cường,Công nghiệp,UPCOM
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Nguyên vật liệu,HOSE
XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Tài chính,UPCOM
LPT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Công nghiệp,UPCOM
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,Tiện ích Cộng đồng,UPCOM
L43,Công ty Cổ phần Lilama 45.3,Công nghiệp,UPCOM
DPP,Công ty Cổ phần Dược Đồng Nai,Dược phẩm và Y tế,UPCOM
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Tài chính,HOSE
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,Công nghiệp,UPCOM
FCS,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Hàng Tiêu dùng,UPCOM
JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Hàng Tiêu dùng,UPCOM
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hàng Tiêu dùng,HNX
AAA,Công ty Cổ phần Nhựa An Phát Xanh,Nguyên vật liệu,HOSE
AAM,Công ty Cổ Phần Thủy Sản MeKong,Hàng Tiêu dùng,HOSE
HNA,Công ty Cổ phần Thủy điện Hủa Na,Tiện ích Cộng đồng,HOSE
NLG,Công ty Cổ phần Đầu tư Nam Long,Tài chính,HOSE
HOM,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Công nghiệp,HNX
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Tiện ích Cộng đồng,HOSE
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Công nghiệp,HNX
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Tài chính,HNX
GTT,Công ty Cổ phần Thuận Thảo,Dịch vụ Tiêu dùng,UPCOM
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Nguyên vật liệu,UPCOM
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Tiện ích Cộng đồng,UPCOM
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Công nghiệp,UPCOM
HPW,Công ty Cổ phần Cấp nước Hải Phòng,Tiện ích Cộng đồng,UPCOM
SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Hàng Tiêu dùng,UPCOM
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Tiện ích Cộng đồng,HNX
SD8,Công ty Cổ phần Sông Đà 8,Công nghiệp,UPCOM
MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Hàng Tiêu dùng,UPCOM
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Dịch vụ Tiêu dùng,HOSE
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Dịch vụ Tiêu dùng,VN30
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng Tiêu dùng,UPCOM
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm và Y tế,HNX
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Tài chính,UPCOM
HRB,Công ty Cổ phần Harec Đầu tư và Thương Mại,Tài chính,UPCOM
CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Công nghiệp,UPCOM
HSP,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Công nghiệp,UPCOM
SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Công nghiệp,UPCOM
E29,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,Công nghiệp,UPCOM
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng Tiêu dùng,HOSE
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Dịch vụ Tiêu dùng,UPCOM
MST,Công ty Cổ phần Đầu tư MST,Công nghiệp,HNX
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Nguyên vật liệu,UPCOM
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,Công nghiệp,UPCOM
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Nguyên vật liệu,HOSE
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Nguyên vật liệu,VN30
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Dịch vụ Tiêu dùng,UPCOM
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Công nghiệp,HNX
BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,Công nghiệp,HNX
SCI,Công ty Cổ phần SCI E&C,Công nghiệp,HNX
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Công nghiệp,UPCOM
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp,UPCOM
VWS,Công ty Cổ phần Nước và Môi trường Việt Nam,Tiện ích Cộng đồng,UPCOM
ECI,Công ty Cổ phần Tập đoàn ECI,Dịch vụ Tiêu dùng,HNX
HWS,Công ty Cổ phần Cấp nước Thừa Thiên Huế,Tiện ích Cộng đồng,UPCOM
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,Dược phẩm và Y tế,UPCOM
HNI,Công ty Cổ phần May Hữu Nghị,Hàng Tiêu dùng,UPCOM
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Công nghiệp,UPCOM
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Tài chính,HOSE
VIX,Công ty Cổ phần Chứng khoán VIX,Tài chính,HOSE
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,HNX
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
GH3,Công ty Cổ phần Công trình giao thông Hà Nội,Công nghiệp,UPCOM
SC5,Công ty Cổ phần Xây dựng số 5,Công nghiệp,HOSE
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông,UPCOM
VMA,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,Hàng Tiêu dùng,UPCOM
SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Công nghiệp,HNX
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Tài chính,HOSE
LGC,Công ty Cổ phần Đầu tư Cầu đường CII,Công nghiệp,HOSE
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Tài chính,HOSE
AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Tài chính,UPCOM
PGN,Công ty Cổ phần Phụ Gia Nhựa,Nguyên vật liệu,HNX
ICF,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản,Hàng Tiêu dùng,UPCOM
ICG,Công ty Cổ phần Xây dựng Sông Hồng,Công nghiệp,HNX
DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,Tiện ích Cộng đồng,UPCOM
ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Công nghiệp,UPCOM
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Hàng Tiêu dùng,HOSE
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Công nghiệp,HNX
IDC,Tổng Công ty IDICO - CTCP,Tài chính,HNX
IDC,Tổng Công ty IDICO - CTCP,Tài chính,HNX30
DC4,Công ty Cổ phần Xây dựng DIC Holdings,Công nghiệp,HOSE
HAV,Công ty Cổ phần Rượu Hapro,Hàng Tiêu dùng,UPCOM
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Tài chính,HOSE
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,Công nghiệp,UPCOM
SD5,Công ty Cổ phần Sông Đà 5,Công nghiệp,HNX
SDV,Công ty Cổ phần Dịch vụ Sonadezi,Công nghiệp,UPCOM
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Công nghiệp,UPCOM
VLG,Công ty Cổ phần VIMC Logistics,Công nghiệp,UPCOM
CVT,Công ty Cổ phần CMC,Công nghiệp,HOSE
VNP,Công ty Cổ phần Nhựa Việt Nam,Nguyên vật liệu,UPCOM
DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Tiện ích Cộng đồng,HNX
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Tài chính,HOSE
HPB,Công ty Cổ phần Bao bì PP,Công nghiệp,UPCOM
IHK,Công ty Cổ phần In Hàng Không,Dịch vụ Tiêu dùng,UPCOM
CX8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Công nghiệp,HNX
HRC,Công ty Cổ phần Cao su Hòa Bình,Nguyên vật liệu,HOSE
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tài chính,HNX
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Công nghiệp,UPCOM
HPI,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Tài chính,UPCOM
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Tài chính,HOSE
VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Nguyên vật liệu,UPCOM
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp,UPCOM
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm và Y tế,HOSE
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm và Y tế,HOSE
IN4,Công ty Cổ phần In số 4,Dịch vụ Tiêu dùng,UPCOM
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,Dịch vụ Tiêu dùng,UPCOM
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Tiện ích Cộng đồng,UPCOM
MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Công nghiệp,UPCOM
TIN,Công ty Tài chính Cổ phần Tín Việt,Tài chính,UPCOM
DRC,Công ty Cổ phần Cao su Đà Nẵng,Hàng Tiêu dùng,HOSE
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,Tiện ích Cộng đồng,HOSE
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,Công nghệ Thông tin,HOSE
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp,HNX
VPH,Công ty Cổ phần Vạn Phát Hưng,Tài chính,HOSE
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Công nghiệp,UPCOM
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,Tiện ích Cộng đồng,HOSE
TKA,Công ty Cổ phần Bao bì Tân Khánh An,Công nghiệp,UPCOM
HTC,Công ty Cổ phần Thương mại Hóc Môn,Tiện ích Cộng đồng,HNX
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Tài chính,HOSE
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Tài chính,UPCOM
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp,HOSE
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Dịch vụ Tiêu dùng,HNX
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Công nghiệp,HNX
ALT,Công ty Cổ phần Văn hóa Tân Bình,Dịch vụ Tiêu dùng,HNX
DDG,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Tiện ích Cộng đồng,HNX
C69,Công ty Cổ phần Xây dựng 1369,Công nghiệp,HNX
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Hàng Tiêu dùng,HOSE
HTT,Công ty Cổ phần Thương mại Hà Tây,Dịch vụ Tiêu dùng,UPCOM
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Công nghiệp,HOSE
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tài chính,HOSE
VTA,Công ty Cổ phần VITALY,Công nghiệp,UPCOM
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Nguyên vật liệu,UPCOM
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Công nghiệp,HNX
EPC,Công ty Cổ phần Cà Phê Ea Pốk,Hàng Tiêu dùng,UPCOM
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hàng Tiêu dùng,HOSE
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược phẩm và Y tế,UPCOM
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,HOSE
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Tiện ích Cộng đồng,UPCOM
PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Công nghiệp,UPCOM
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Công nghiệp,UPCOM
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Dầu khí,UPCOM
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Tiện ích Cộng đồng,HOSE
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Tiện ích Cộng đồng,VN30
DCM,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,Nguyên vật liệu,HOSE
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Nguyên vật liệu,HOSE
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Tiện ích Cộng đồng,UPCOM
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Nguyên vật liệu,HOSE
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công nghiệp,UPCOM
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,Công nghiệp,UPCOM
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Hàng Tiêu dùng,UPCOM
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng Tiêu dùng,UPCOM
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Tài chính,HOSE
SD2,Công ty Cổ phần Sông Đà 2,Công nghiệp,UPCOM
BNA,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,Hàng Tiêu dùng,HNX
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng,HNX
VTL,Công ty Cổ phần Vang Thăng Long,Hàng Tiêu dùng,UPCOM
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,Hàng Tiêu dùng,UPCOM
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,HOSE
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,VN30
SPV,Công ty Cổ phần Thủy Đặc Sản,Hàng Tiêu dùng,UPCOM
VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Ngân hàng,UPCOM
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Công nghiệp,HNX
CAB,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Dịch vụ Tiêu dùng,UPCOM
MTV,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Công nghiệp,UPCOM
FCN,Công ty Cổ phần FECON,Công nghiệp,HOSE
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Dược phẩm và Y tế,UPCOM
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Tiện ích Cộng đồng,UPCOM
VW3,Công ty Cổ phần VIWASEEN3,Công nghiệp,UPCOM
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Tiện ích Cộng đồng,UPCOM
HCB,Công ty Cổ phần Dệt may 29/3,Hàng Tiêu dùng,UPCOM
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Tài chính,UPCOM
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Hàng Tiêu dùng,UPCOM
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Công nghiệp,UPCOM
VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Nguyên vật liệu,UPCOM
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Dịch vụ Tiêu dùng,HNX
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp,HNX
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng Tiêu dùng,UPCOM
TDG,Công ty Cổ phần Đầu tư TDG Global,Tiện ích Cộng đồng,HOSE
X20,Công ty Cổ phần X20,Hàng Tiêu dùng,HNX
X26,Công ty Cổ phần 26,Hàng Tiêu dùng,UPCOM
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Hàng Tiêu dùng,HOSE
SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Công nghiệp,UPCOM
AAV,Công ty Cổ phần AAV Group,Tài chính,HNX
HFB,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Công nghiệp,UPCOM
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Tài chính,HOSE
SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Công nghiệp,UPCOM
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Dược phẩm và Y tế,UPCOM
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Tài chính,HOSE
HUT,Công ty Cổ phần Tasco,Hàng Tiêu dùng,HNX
HUT,Công ty Cổ phần Tasco,Hàng Tiêu dùng,HNX30
HVA,Công ty Cổ phần Đầu tư HVA,Hàng Tiêu dùng,UPCOM
BCO,Công ty Cổ phần Xây dựng Bình Phước,Công nghiệp,UPCOM
SZG,Công ty Cổ phần Sonadezi Giang Điền,Tài chính,UPCOM
XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Công nghiệp,UPCOM
VBG,Công ty Cổ phần Địa chất Việt Bắc - TKV,Nguyên vật liệu,UPCOM
SJG,Tổng Công ty Sông Đà,Công nghiệp,UPCOM
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng Tiêu dùng,UPCOM
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Tài chính,HOSE
HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,Công nghiệp,HOSE
MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Tài chính,UPCOM
HVT,Công ty Cổ phần Hóa chất Việt Trì,Nguyên vật liệu,HNX
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng Tiêu dùng,UPCOM
